Date,Region,Cases,New cases,"New cases, 14-day avg",Cases per 100k,"New cases, 14-day avg per 100k"
2020-10-05,South,35595,38,96.0,3387.7,9.14
2020-10-05,East,48705,77,164.5,3687.1,12.45
2020-10-05,South Bay,37010,20,111.5,2358.0,7.1
2020-10-06,Antelope Valley,9102,51,49.3,2291.1,12.41
2020-10-06,San Fernando,59644,465,315.0,2652.8,14.01
2020-10-06,San Gabriel,44069,155,170.5,2428.8,9.4
2020-10-06,Metro,28238,86,89.0,2369.4,7.47
2020-10-06,West,8563,38,32.3,1283.4,4.84
2020-10-06,South,35679,84,97.3,3395.7,9.26
2020-10-06,East,48829,124,164.4,3696.5,12.45
2020-10-06,South Bay,37155,145,113.4,2367.2,7.23
2020-10-07,Antelope Valley,9196,94,51.4,2314.8,12.95
2020-10-07,San Fernando,59997,353,312.5,2668.5,13.9
2020-10-07,San Gabriel,44305,236,176.9,2441.8,9.75
2020-10-07,Metro,28390,152,91.2,2382.2,7.65
2020-10-07,West,8609,46,32.4,1290.3,4.86
2020-10-07,South,35864,185,101.1,3413.3,9.63
2020-10-07,East,49117,288,170.6,3718.3,12.92
2020-10-07,South Bay,37315,160,115.6,2377.4,7.37
2020-10-08,Antelope Valley,9273,77,54.1,2334.2,13.61
2020-10-08,San Fernando,60392,395,320.8,2686.1,14.27
2020-10-08,San Gabriel,44480,175,175.4,2451.4,9.67
2020-10-08,Metro,28482,92,92.4,2389.9,7.75
2020-10-08,West,8637,28,32.4,1294.5,4.85
2020-10-08,South,35990,126,101.6,3425.3,9.67
2020-10-08,East,49319,202,170.1,3733.6,12.87
2020-10-08,South Bay,37488,173,117.2,2388.4,7.47
2020-10-09,Antelope Valley,9340,67,55.4,2351.0,13.93
2020-10-09,San Fernando,60792,400,315.1,2703.9,14.01
2020-10-09,San Gabriel,44663,183,172.1,2461.5,9.49
2020-10-09,Metro,28580,98,89.5,2398.1,7.51
2020-10-09,West,8674,37,32.4,1300.0,4.85
2020-10-09,South,36104,114,100.7,3436.2,9.59
2020-10-09,East,49503,184,166.8,3747.5,12.63
2020-10-09,South Bay,37652,164,119.9,2398.9,7.64
2020-10-10,Antelope Valley,9401,61,56.3,2366.4,14.17
2020-10-10,San Fernando,61153,361,315.9,2720.0,14.05
2020-10-10,San Gabriel,44831,168,168.1,2470.8,9.26
2020-10-10,Metro,28659,79,85.9,2404.7,7.21
2020-10-10,West,8703,29,31.0,1304.4,4.65
2020-10-10,South,36221,117,99.8,3447.3,9.5
2020-10-10,East,49758,255,170.8,3766.8,12.93
2020-10-10,South Bay,37830,178,124.9,2410.2,7.96
2020-10-11,Antelope Valley,9423,22,55.4,2371.9,13.95
2020-10-11,San Fernando,61465,312,320.9,2733.8,14.27
2020-10-11,San Gabriel,44983,152,170.3,2479.1,9.38
2020-10-11,Metro,28743,84,87.4,2411.8,7.34
2020-10-11,West,8732,29,31.8,1308.7,4.76
2020-10-11,South,36324,103,101.6,3457.1,9.67
2020-10-11,East,49904,146,170.8,3777.9,12.93
2020-10-11,South Bay,37920,90,124.6,2416.0,7.94
2020-10-12,Antelope Valley,9481,58,57.9,2386.5,14.56
2020-10-12,San Fernando,61728,263,324.9,2745.5,14.45
2020-10-12,San Gabriel,45105,122,170.9,2485.9,9.42
2020-10-12,Metro,28815,72,87.9,2417.8,7.37
2020-10-12,West,8760,28,32.4,1312.9,4.86
2020-10-12,South,36414,90,104.6,3465.7,9.95
2020-10-12,East,50035,131,173.3,3787.8,13.12
2020-10-12,South Bay,37973,53,123.9,2419.3,7.89
2020-10-13,Antelope Valley,9530,49,56.9,2398.9,14.31
2020-10-13,San Fernando,61881,153,315.1,2752.3,14.01
2020-10-13,San Gabriel,45235,130,168.6,2493.0,9.29
2020-10-13,Metro,28859,44,87.6,2421.5,7.35
2020-10-13,West,8781,21,31.9,1316.1,4.79
2020-10-13,South,36484,70,103.4,3472.4,9.84
2020-10-13,East,50185,150,175.5,3799.2,13.29
2020-10-13,South Bay,38070,97,121.1,2425.5,7.71
2020-10-14,Antelope Valley,9609,79,58.6,2418.7,14.74
2020-10-14,San Fernando,62342,461,322.9,2772.8,14.36
2020-10-14,San Gabriel,45415,180,168.3,2502.9,9.27
2020-10-14,Metro,28916,57,85.3,2426.3,7.16
2020-10-14,West,8803,22,30.8,1319.4,4.61
2020-10-14,South,36605,121,103.3,3483.9,9.83
2020-10-14,East,50387,202,178.1,3814.5,13.48
2020-10-14,South Bay,38200,130,120.9,2433.8,7.7
2020-10-15,Antelope Valley,9648,39,58.0,2428.6,14.6
2020-10-15,San Fernando,62748,406,329.7,2790.9,14.66
2020-10-15,San Gabriel,45562,147,163.1,2511.1,8.99
2020-10-15,Metro,29040,124,87.5,2436.7,7.34
2020-10-15,West,8814,11,28.6,1321.0,4.29
2020-10-15,South,36739,134,105.6,3496.6,10.05
2020-10-15,East,50570,183,177.9,3828.3,13.46
2020-10-15,South Bay,38342,142,120.6,2442.9,7.68
2020-10-16,Antelope Valley,9713,65,56.8,2444.9,14.29
2020-10-16,San Fernando,63157,409,333.7,2809.1,14.84
2020-10-16,San Gabriel,45713,151,156.9,2519.4,8.65
2020-10-16,Metro,29114,74,83.9,2442.9,7.04
2020-10-16,West,8835,21,27.1,1324.2,4.06
2020-10-16,South,36832,93,101.6,3505.5,9.67
2020-10-16,East,50705,135,171.8,3838.5,13.0
2020-10-16,South Bay,38303,-39,108.6,2440.4,6.92
2020-10-17,Antelope Valley,9747,34,55.6,2453.5,13.99
2020-10-17,San Fernando,63474,317,329.6,2823.2,14.66
2020-10-17,San Gabriel,45804,91,151.4,2524.4,8.35
2020-10-17,Metro,29187,73,82.1,2449.0,6.89
2020-10-17,West,8861,26,26.4,1328.0,3.95
2020-10-17,South,36949,117,105.0,3516.6,9.99
2020-10-17,East,50869,164,171.9,3851.0,13.02
2020-10-17,South Bay,38535,232,119.4,2455.1,7.61
2020-10-18,Antelope Valley,9749,2,52.7,2454.0,13.27
2020-10-18,San Fernando,63586,112,320.9,2828.2,14.27
2020-10-18,San Gabriel,45849,45,143.9,2526.9,7.93
2020-10-18,Metro,29217,30,78.6,2451.6,6.59
2020-10-18,West,8865,4,24.8,1328.6,3.71
2020-10-18,South,36971,22,101.0,3518.7,9.61
2020-10-18,East,50898,29,162.1,3853.2,12.27
2020-10-18,South Bay,38592,57,114.4,2458.8,7.29
2020-10-19,Antelope Valley,9794,45,53.1,2465.3,13.36
2020-10-19,San Fernando,63898,312,337.1,2842.0,14.99
2020-10-19,San Gabriel,45980,131,147.6,2534.1,8.13
2020-10-19,Metro,29300,83,82.0,2458.5,6.88
2020-10-19,West,8885,20,25.7,1331.6,3.85
2020-10-19,South,37040,69,103.2,3525.3,9.82
2020-10-19,East,51051,153,167.6,3864.7,12.69
2020-10-19,South Bay,38669,77,118.5,2463.7,7.55
2020-10-20,Antelope Valley,9878,84,55.4,2486.5,13.95
2020-10-20,San Fernando,64094,196,317.9,2850.8,14.14
2020-10-20,San Gabriel,46090,110,144.4,2540.2,7.96
2020-10-20,Metro,29334,34,78.3,2461.4,6.57
2020-10-20,West,8906,21,24.5,1334.8,3.67
2020-10-20,South,37096,56,101.2,3530.6,9.63
2020-10-20,East,51152,101,165.9,3872.4,12.56
2020-10-20,South Bay,38774,105,115.6,2470.4,7.37
2020-10-21,Antelope Valley,9907,29,50.8,2493.8,12.78
2020-10-21,San Fernando,64248,154,303.6,2857.6,13.51
2020-10-21,San Gabriel,46163,73,132.7,2544.2,7.31
2020-10-21,Metro,29412,78,73.0,2467.9,6.13
2020-10-21,West,8931,25,23.0,1338.5,3.45
2020-10-21,South,37144,48,91.4,3535.2,8.7
2020-10-21,East,51215,63,149.9,3877.1,11.34
2020-10-21,South Bay,38892,118,112.6,2477.9,7.18
2020-10-22,Antelope Valley,10160,253,63.4,2557.4,15.95
2020-10-22,San Fernando,65270,1022,348.4,2903.1,15.5
2020-10-22,San Gabriel,46755,592,162.5,2576.8,8.96
2020-10-22,Metro,29723,311,88.6,2494.0,7.44
2020-10-22,West,9036,105,28.5,1354.3,4.27
2020-10-22,South,37477,333,106.2,3566.9,10.11
2020-10-22,East,51812,597,178.1,3922.3,13.48
2020-10-22,South Bay,39247,355,125.6,2500.5,8.0
2020-10-23,Antelope Valley,10353,193,72.4,2606.0,18.21
2020-10-23,San Fernando,66222,952,387.9,2945.4,17.25
2020-10-23,San Gabriel,47114,359,175.1,2596.6,9.65
2020-10-23,Metro,29935,212,96.8,2511.8,8.12
2020-10-23,West,9152,116,34.1,1371.7,5.12
2020-10-23,South,37697,220,113.8,3587.8,10.83
2020-10-23,East,52207,395,193.1,3952.2,14.62
2020-10-23,South Bay,39498,251,131.9,2516.5,8.4
2020-10-24,Antelope Valley,10503,150,78.7,2643.8,19.81
2020-10-24,San Fernando,66883,661,409.3,2974.8,18.2
2020-10-24,San Gabriel,47472,358,188.6,2616.3,10.4
2020-10-24,Metro,30086,151,101.9,2524.5,8.55
2020-10-24,West,9207,55,36.0,1379.9,5.4
2020-10-24,South,37902,205,120.1,3607.3,11.43
2020-10-24,East,52564,357,200.4,3979.3,15.17
2020-10-24,South Bay,39728,230,135.6,2531.2,8.64
2020-10-25,Antelope Valley,10574,71,82.2,2661.7,20.69
2020-10-25,San Fernando,67081,198,401.1,2983.6,17.84
2020-10-25,San Gabriel,47584,112,185.8,2622.5,10.24
2020-10-25,Metro,30137,51,99.6,2528.8,8.35
2020-10-25,West,9227,20,35.4,1382.9,5.3
2020-10-25,South,37993,91,119.2,3616.0,11.35
2020-10-25,East,52682,118,198.4,3988.2,15.02
2020-10-25,South Bay,39845,117,137.5,2538.6,8.76
2020-10-26,Antelope Valley,10645,71,83.1,2679.5,20.93
2020-10-26,San Fernando,67271,190,395.9,2992.1,17.61
2020-10-26,San Gabriel,47732,148,187.6,2630.6,10.34
2020-10-26,Metro,30188,51,98.1,2533.0,8.23
2020-10-26,West,9255,28,35.4,1387.1,5.3
2020-10-26,South,38069,76,118.2,3623.2,11.25
2020-10-26,East,52881,199,203.3,4003.3,15.39
2020-10-26,South Bay,39911,66,138.4,2542.8,8.82
2020-10-27,Antelope Valley,10746,101,86.9,2704.9,21.86
2020-10-27,San Fernando,67804,533,423.1,3015.8,18.82
2020-10-27,San Gabriel,47941,209,193.3,2642.2,10.65
2020-10-27,Metro,30320,132,104.4,2544.1,8.76
2020-10-27,West,9296,41,36.8,1393.2,5.51
2020-10-27,South,38239,170,125.4,3639.4,11.93
2020-10-27,East,53101,220,208.3,4019.9,15.77
2020-10-27,South Bay,40063,152,142.4,2552.5,9.07
2020-10-28,Antelope Valley,10805,59,85.4,2719.8,21.5
2020-10-28,San Fernando,68264,460,423.0,3036.2,18.81
2020-10-28,San Gabriel,48123,182,193.4,2652.2,10.66
2020-10-28,Metro,30425,105,107.8,2552.9,9.04
2020-10-28,West,9336,40,38.1,1399.2,5.71
2020-10-28,South,38373,134,126.3,3652.1,12.02
2020-10-28,East,53291,190,207.4,4034.3,15.7
2020-10-28,South Bay,40176,113,141.1,2559.7,8.99
2020-10-29,Antelope Valley,10905,100,89.8,2745.0,22.6
2020-10-29,San Fernando,68760,496,429.4,3058.3,19.1
2020-10-29,San Gabriel,48337,214,198.2,2664.0,10.92
2020-10-29,Metro,30558,133,108.4,2564.1,9.1
2020-10-29,West,9377,41,40.2,1405.4,6.03
2020-10-29,South,38503,130,126.0,3664.5,11.99
2020-10-29,East,53540,249,212.1,4053.2,16.06
2020-10-29,South Bay,40465,289,151.6,2578.1,9.66
2020-10-30,Antelope Valley,10964,59,89.4,2759.8,22.49
2020-10-30,San Fernando,69152,392,428.2,3075.7,19.05
2020-10-30,San Gabriel,48526,189,200.9,2674.4,11.07
2020-10-30,Metro,30662,104,110.6,2572.8,9.28
2020-10-30,West,9430,53,42.5,1413.3,6.37
2020-10-30,South,38604,101,126.6,3674.1,12.05
2020-10-30,East,53753,213,217.7,4069.3,16.48
2020-10-30,South Bay,40611,146,164.9,2587.4,10.5
2020-10-31,Antelope Valley,11039,75,92.3,2778.7,23.23
2020-10-31,San Fernando,69561,409,434.8,3093.9,19.34
2020-10-31,San Gabriel,48733,207,209.2,2685.8,11.53
2020-10-31,Metro,30780,118,113.8,2582.7,9.55
2020-10-31,West,9469,39,43.4,1419.2,6.51
2020-10-31,South,38722,118,126.6,3685.4,12.05
2020-10-31,East,53948,195,219.9,4084.0,16.65
2020-10-31,South Bay,40759,148,158.9,2596.8,10.12
2020-11-01,Antelope Valley,11158,119,100.6,2808.7,25.33
2020-11-01,San Fernando,69787,226,442.9,3104.0,19.7
2020-11-01,San Gabriel,48964,231,222.5,2698.5,12.26
2020-11-01,Metro,30921,141,121.7,2594.5,10.21
2020-11-01,West,9528,59,47.4,1428.0,7.1
2020-11-01,South,38849,127,134.1,3697.4,12.77
2020-11-01,East,54173,225,233.9,4101.1,17.71
2020-11-01,South Bay,40938,179,167.6,2608.2,10.68
2020-11-02,Antelope Valley,11263,105,104.9,2835.1,26.41
2020-11-02,San Fernando,70472,685,469.6,3134.4,20.89
2020-11-02,San Gabriel,49159,195,227.1,2709.3,12.51
2020-11-02,Metro,31047,126,124.8,2605.1,10.47
2020-11-02,West,9575,47,49.3,1435.1,7.39
2020-11-02,South,38970,121,137.9,3709.0,13.12
2020-11-02,East,54416,243,240.4,4119.5,18.2
2020-11-02,South Bay,41015,77,167.6,2613.2,10.68
2020-11-03,Antelope Valley,11379,116,107.2,2864.3,26.99
2020-11-03,San Fernando,70750,278,475.4,3146.8,21.15
2020-11-03,San Gabriel,49369,210,234.2,2720.9,12.91
2020-11-03,Metro,31131,84,128.4,2612.2,10.77
2020-11-03,West,9612,37,50.4,1440.6,7.56
2020-11-03,South,39075,105,141.4,3719.0,13.45
2020-11-03,East,54633,217,248.6,4135.9,18.82
2020-11-03,South Bay,41127,112,168.1,2620.3,10.71
2020-11-04,Antelope Valley,11462,83,111.1,2885.2,27.96
2020-11-04,San Fernando,71345,595,506.9,3173.3,22.55
2020-11-04,San Gabriel,49572,203,243.5,2732.1,13.42
2020-11-04,Metro,31314,183,135.9,2627.5,11.4
2020-11-04,West,9709,97,55.6,1455.1,8.33
2020-11-04,South,39261,186,151.2,3736.7,14.39
2020-11-04,East,54882,249,261.9,4154.8,19.83
2020-11-04,South Bay,41348,221,175.4,2634.4,11.18
2020-11-05,Antelope Valley,11598,136,102.7,2919.4,25.85
2020-11-05,San Fernando,71927,582,475.5,3199.2,21.15
2020-11-05,San Gabriel,49841,269,220.4,2746.9,12.15
2020-11-05,Metro,31489,175,126.1,2642.2,10.58
2020-11-05,West,9845,136,57.8,1475.5,8.66
2020-11-05,South,39479,218,143.0,3757.4,13.61
2020-11-05,East,55157,275,238.9,4175.6,18.09
2020-11-05,South Bay,41583,235,166.9,2649.3,10.63
2020-11-06,Antelope Valley,11693,95,95.7,2943.3,24.09
2020-11-06,San Fernando,72652,725,459.3,3231.4,20.43
2020-11-06,San Gabriel,50132,291,215.6,2762.9,11.88
2020-11-06,Metro,31700,211,126.1,2659.9,10.58
2020-11-06,West,9938,93,56.1,1489.5,8.41
2020-11-06,South,39659,180,140.1,3774.5,13.34
2020-11-06,East,55460,303,232.4,4198.5,17.59
2020-11-06,South Bay,41770,187,162.3,2661.3,10.34
2020-11-07,Antelope Valley,11885,192,98.7,2991.7,24.85
2020-11-07,San Fernando,73214,562,452.2,3256.4,20.11
2020-11-07,San Gabriel,50482,350,215.0,2782.2,11.85
2020-11-07,Metro,31939,239,132.4,2680.0,11.11
2020-11-07,West,10055,117,60.6,1507.0,9.08
2020-11-07,South,39902,243,142.9,3797.7,13.6
2020-11-07,East,55847,387,234.5,4227.8,17.75
2020-11-07,South Bay,41988,218,161.4,2675.1,10.28
2020-11-08,Antelope Valley,12033,148,104.2,3028.9,26.23
2020-11-08,San Fernando,73901,687,487.1,3287.0,21.67
2020-11-08,San Gabriel,50803,321,229.9,2799.9,12.67
2020-11-08,Metro,32135,196,142.7,2696.4,11.97
2020-11-08,West,10164,109,66.9,1523.3,10.03
2020-11-08,South,40083,181,149.3,3814.9,14.21
2020-11-08,East,56196,349,251.0,4254.2,19.0
2020-11-08,South Bay,42166,178,165.8,2686.5,10.56
2020-11-09,Antelope Valley,12106,73,104.4,3047.3,26.27
2020-11-09,San Fernando,74355,454,506.0,3307.1,22.51
2020-11-09,San Gabriel,50972,169,231.4,2809.2,12.75
2020-11-09,Metro,32310,175,151.6,2711.1,12.72
2020-11-09,West,10227,63,69.4,1532.8,10.41
2020-11-09,South,40219,136,153.6,3827.8,14.62
2020-11-09,East,56406,210,251.8,4270.1,19.06
2020-11-09,South Bay,42272,106,168.6,2693.2,10.74
2020-11-10,Antelope Valley,12267,161,108.6,3087.8,27.35
2020-11-10,San Fernando,74858,503,503.9,3329.5,22.41
2020-11-10,San Gabriel,51623,651,263.0,2845.1,14.49
2020-11-10,Metro,32435,125,151.1,2721.6,12.68
2020-11-10,West,10288,61,70.9,1541.9,10.62
2020-11-10,South,40338,119,149.9,3839.2,14.27
2020-11-10,East,56737,331,259.7,4295.2,19.66
2020-11-10,South Bay,42577,305,179.6,2712.7,11.44
2020-11-11,Antelope Valley,12388,121,113.1,3118.3,28.46
2020-11-11,San Fernando,75474,616,515.0,3356.9,22.91
2020-11-11,San Gabriel,51923,300,271.4,2861.6,14.96
2020-11-11,Metro,32669,234,160.3,2741.2,13.45
2020-11-11,West,10408,120,76.6,1559.9,11.48
2020-11-11,South,40535,197,154.4,3857.9,14.7
2020-11-11,East,56993,256,264.4,4314.6,20.02
2020-11-11,South Bay,42860,283,191.7,2730.7,12.21
2020-11-12,Antelope Valley,12538,150,116.6,3156.0,29.36
2020-11-12,San Fernando,76184,710,530.3,3388.5,23.59
2020-11-12,San Gabriel,52327,404,285.0,2883.9,15.71
2020-11-12,Metro,32896,227,167.0,2760.3,14.01
2020-11-12,West,10502,94,80.4,1574.0,12.04
2020-11-12,South,40741,206,159.9,3877.5,15.21
2020-11-12,East,57399,406,275.6,4345.3,20.87
2020-11-12,South Bay,43101,241,188.3,2746.1,12.0
2020-11-13,Antelope Valley,12706,168,124.4,3198.3,31.32
2020-11-13,San Fernando,76774,590,544.4,3414.7,24.22
2020-11-13,San Gabriel,52760,433,302.4,2907.8,16.67
2020-11-13,Metro,33138,242,176.9,2780.6,14.84
2020-11-13,West,10626,124,85.4,1592.6,12.8
2020-11-13,South,40998,257,171.0,3902.0,16.27
2020-11-13,East,57786,387,288.1,4374.6,21.81
2020-11-13,South Bay,43358,257,196.2,2762.4,12.5
2020-11-14,Antelope Valley,12877,171,131.3,3241.4,33.05
2020-11-14,San Fernando,77938,1164,598.4,3466.5,26.61
2020-11-14,San Gabriel,53336,576,328.8,2939.5,18.12
2020-11-14,Metro,33476,338,192.6,2808.9,16.16
2020-11-14,West,10773,147,93.1,1614.6,13.96
2020-11-14,South,41336,338,186.7,3934.1,17.77
2020-11-14,East,58348,562,314.3,4417.1,23.79
2020-11-14,South Bay,43691,333,209.4,2783.6,13.34
2020-11-15,Antelope Valley,13045,168,134.8,3283.6,33.93
2020-11-15,San Fernando,78537,599,625.0,3493.2,27.8
2020-11-15,San Gabriel,53864,528,350.0,2968.6,19.29
2020-11-15,Metro,33782,306,204.4,2834.6,17.15
2020-11-15,West,10908,135,98.6,1634.8,14.77
2020-11-15,South,41660,324,200.8,3965.0,19.11
2020-11-15,East,58812,464,331.4,4452.3,25.08
2020-11-15,South Bay,44044,353,221.9,2806.1,14.13
2020-11-16,Antelope Valley,13198,153,138.2,3322.2,34.79
2020-11-16,San Fernando,79458,921,641.9,3534.1,28.55
2020-11-16,San Gabriel,54276,412,365.5,2991.3,20.14
2020-11-16,Metro,34033,251,213.3,2855.7,17.9
2020-11-16,West,11015,107,102.9,1650.9,15.42
2020-11-16,South,41887,227,208.4,3986.6,19.83
2020-11-16,East,59311,499,349.6,4490.0,26.47
2020-11-16,South Bay,44226,182,229.4,2817.7,14.61
2020-11-17,Antelope Valley,13337,139,139.9,3357.1,35.2
2020-11-17,San Fernando,80056,598,664.7,3560.7,29.57
2020-11-17,San Gabriel,54747,471,384.1,3017.3,21.17
2020-11-17,Metro,34259,226,223.4,2874.6,18.75
2020-11-17,West,11112,97,107.1,1665.4,16.06
2020-11-17,South,42110,223,216.8,4007.8,20.63
2020-11-17,East,59628,317,356.8,4514.0,27.01
2020-11-17,South Bay,44559,333,245.1,2838.9,15.62
2020-11-18,Antelope Valley,13555,218,149.5,3412.0,37.63
2020-11-18,San Fernando,81039,983,692.4,3604.4,30.8
2020-11-18,San Gabriel,55430,683,418.4,3054.9,23.06
2020-11-18,Metro,34629,370,236.8,2905.7,19.87
2020-11-18,West,11298,186,113.5,1693.3,17.01
2020-11-18,South,42582,472,237.2,4052.7,22.58
2020-11-18,East,60293,665,386.5,4564.4,29.26
2020-11-18,South Bay,45109,550,268.6,2874.0,17.12
2020-11-19,Antelope Valley,13769,214,155.1,3465.9,39.03
2020-11-19,San Fernando,82375,1336,746.3,3663.9,33.19
2020-11-19,San Gabriel,56294,864,460.9,3102.5,25.4
2020-11-19,Metro,35075,446,256.1,2943.1,21.49
2020-11-19,West,11486,188,117.2,1721.5,17.57
2020-11-19,South,43105,523,259.0,4102.5,24.65
2020-11-19,East,61013,720,418.3,4618.9,31.67
2020-11-19,South Bay,45614,505,287.9,2906.2,18.34
2020-11-20,Antelope Valley,14030,261,166.9,3531.6,42.02
2020-11-20,San Fernando,83559,1184,779.1,3716.5,34.65
2020-11-20,San Gabriel,56909,615,484.1,3136.4,26.68
2020-11-20,Metro,35417,342,265.5,2971.8,22.28
2020-11-20,West,11630,144,120.9,1743.1,18.11
2020-11-20,South,43460,355,271.5,4136.3,25.84
2020-11-20,East,61738,725,448.4,4673.8,33.95
2020-11-20,South Bay,46096,482,309.0,2936.9,19.69
2020-11-21,Antelope Valley,14277,247,170.9,3593.8,43.01
2020-11-21,San Fernando,84666,1107,818.0,3765.8,36.38
2020-11-21,San Gabriel,57568,659,506.1,3172.7,27.89
2020-11-21,Metro,35827,410,277.7,3006.2,23.3
2020-11-21,West,11807,177,125.1,1769.6,18.76
2020-11-21,South,43946,486,288.9,4182.6,27.49
2020-11-21,East,62438,700,470.8,4726.8,35.64
2020-11-21,South Bay,46639,543,332.2,2971.5,21.17
2020-11-22,Antelope Valley,14355,78,165.9,3613.4,41.75
2020-11-22,San Fernando,85302,636,814.4,3794.0,36.22
2020-11-22,San Gabriel,58042,474,517.1,3198.9,28.5
2020-11-22,Metro,36062,235,280.5,3025.9,23.54
2020-11-22,West,11910,103,124.7,1785.0,18.69
2020-11-22,South,44196,250,293.8,4206.3,27.96
2020-11-22,East,62841,403,474.6,4757.3,35.93
2020-11-22,South Bay,47017,378,346.5,2995.6,22.08
2020-11-23,Antelope Valley,14590,235,177.4,3672.5,44.66
2020-11-23,San Fernando,87010,1708,903.9,3870.0,40.2
2020-11-23,San Gabriel,59094,1052,580.1,3256.8,31.97
2020-11-23,Metro,36653,591,310.2,3075.5,26.03
2020-11-23,West,12150,240,137.4,1821.0,20.59
2020-11-23,South,44837,641,329.9,4267.4,31.39
2020-11-23,East,63781,940,526.8,4828.4,39.88
2020-11-23,South Bay,47532,515,375.7,3028.4,23.94
2020-11-24,Antelope Valley,14839,249,183.7,3735.2,46.24
2020-11-24,San Fernando,87837,827,927.1,3906.8,41.23
2020-11-24,San Gabriel,59681,587,575.6,3289.2,31.72
2020-11-24,Metro,36945,292,322.1,3100.0,27.03
2020-11-24,West,12270,120,141.6,1839.0,21.22
2020-11-24,South,45182,345,346.0,4300.2,32.93
2020-11-24,East,64522,741,556.1,4884.5,42.1
2020-11-24,South Bay,47954,422,384.1,3055.3,24.47
2020-11-25,Antelope Valley,15014,175,187.6,3779.3,47.21
2020-11-25,San Fernando,88738,901,947.4,3946.9,42.14
2020-11-25,San Gabriel,60383,702,604.3,3327.9,33.3
2020-11-25,Metro,37291,346,330.1,3129.0,27.7
2020-11-25,West,12430,160,144.4,1863.0,21.65
2020-11-25,South,45640,458,364.6,4343.8,34.7
2020-11-25,East,65354,832,597.2,4947.5,45.21
2020-11-25,South Bay,48592,638,409.4,3095.9,26.09
2020-11-26,Antelope Valley,15277,263,195.6,3845.5,49.25
2020-11-26,San Fernando,90059,1321,991.1,4005.6,44.08
2020-11-26,San Gabriel,61249,866,637.3,3375.6,35.12
2020-11-26,Metro,37730,439,345.3,3165.9,28.97
2020-11-26,West,12607,177,150.4,1889.5,22.53
2020-11-26,South,46230,590,392.1,4399.9,37.32
2020-11-26,East,66160,806,625.8,5008.5,47.37
2020-11-26,South Bay,48975,383,419.6,3120.3,26.73
2020-11-27,Antelope Valley,15622,345,208.3,3932.3,52.43
2020-11-27,San Fernando,90981,922,1014.8,4046.6,45.14
2020-11-27,San Gabriel,62289,1040,680.6,3432.9,37.51
2020-11-27,Metro,38002,272,347.4,3188.7,29.15
2020-11-27,West,12720,113,149.6,1906.4,22.42
2020-11-27,South,46613,383,401.1,4436.4,38.17
2020-11-27,East,66943,783,654.1,5067.8,49.52
2020-11-27,South Bay,49421,446,433.1,3148.7,27.59
2020-11-28,Antelope Valley,15812,190,209.6,3980.1,52.77
2020-11-28,San Fernando,91697,716,982.8,4078.5,43.71
2020-11-28,San Gabriel,62864,575,680.6,3464.6,37.51
2020-11-28,Metro,38226,224,339.3,3207.5,28.47
2020-11-28,West,12812,92,145.6,1920.2,21.83
2020-11-28,South,46907,294,397.9,4464.4,37.87
2020-11-28,East,67526,583,655.6,5111.9,49.63
2020-11-28,South Bay,49590,169,421.4,3159.5,26.85
2020-11-29,Antelope Valley,16006,194,211.5,4029.0,53.24
2020-11-29,San Fernando,92990,1293,1032.4,4136.0,45.92
2020-11-29,San Gabriel,63739,875,705.4,3512.8,38.87
2020-11-29,Metro,38673,447,349.4,3245.0,29.31
2020-11-29,West,12938,126,145.0,1939.1,21.73
2020-11-29,South,47374,467,408.1,4508.8,38.84
2020-11-29,East,68394,868,684.4,5177.7,51.81
2020-11-29,South Bay,50332,742,449.1,3206.8,28.62
2020-11-30,Antelope Valley,16301,295,221.6,4103.2,55.79
2020-11-30,San Fernando,94372,1382,1065.3,4197.5,47.38
2020-11-30,San Gabriel,64505,766,730.6,3555.1,40.27
2020-11-30,Metro,39190,517,368.4,3288.4,30.91
2020-11-30,West,13136,198,151.5,1968.8,22.71
2020-11-30,South,47958,584,433.6,4564.4,41.27
2020-11-30,East,69140,746,702.1,5234.1,53.15
2020-11-30,South Bay,50774,442,467.7,3234.9,29.8
2020-12-01,Antelope Valley,16610,309,233.8,4181.0,58.85
2020-12-01,San Fernando,96487,2115,1173.6,4291.5,52.2
2020-12-01,San Gabriel,65606,1101,775.6,3615.7,42.75
2020-12-01,Metro,39785,595,394.7,3338.3,33.12
2020-12-01,West,13381,245,162.1,2005.5,24.29
2020-12-01,South,48793,835,477.4,4643.9,45.43
2020-12-01,East,70353,1213,766.1,5326.0,57.99
2020-12-01,South Bay,51813,1039,518.1,3301.1,33.01
2020-12-02,Antelope Valley,16873,263,237.0,4247.2,59.66
2020-12-02,San Fernando,97768,1281,1194.9,4348.5,53.15
2020-12-02,San Gabriel,66609,1003,798.5,3671.0,44.01
2020-12-02,Metro,40273,488,403.1,3379.3,33.83
2020-12-02,West,13645,264,167.6,2045.1,25.13
2020-12-02,South,49310,517,480.6,4693.1,45.74
2020-12-02,East,71309,956,786.9,5398.3,59.57
2020-12-02,South Bay,52906,1093,556.9,3370.8,35.48
2020-12-03,Antelope Valley,17192,319,244.5,4327.5,61.54
2020-12-03,San Fernando,99355,1587,1212.9,4419.1,53.95
2020-12-03,San Gabriel,67915,1306,830.1,3743.0,45.75
2020-12-03,Metro,40968,695,420.9,3437.6,35.32
